,text
3866,"### Question: could this movie contain any more stereotypes?
### Answer: could any stereotype?"
3867,"### Question: they were also very very bad.
### Answer: they were."
3868,"### Question: whores, and then return to austin by dawn.
### Answer: and thew austin down."
3869,"### Question: all in all, a very bad made for tv movie experience.
### Answer: all all."
3870,"### Question: you get the point.
### Answer: you."
3871,"### Question: corin nemec is just outstanding as the never do well author and narrator.
### Answer: is as the well and narrator."
3872,"### Question: direct to video never felt so good!
### Answer: felt!"
3873,"### Question: one question why?
### Answer: one why?"
3874,"### Question: i really did.
### Answer: i."
3875,"### Question: nope.
### Answer: nope."
3876,"### Question: and then it kept going.
### Answer: and it."
3877,"### Question: it was a long half hour.
### Answer: it be hours."
3878,"### Question: it was like a horrible dreadful version of cartoon network's robot chicken.
### Answer: it a cartoon chickens."
3879,"### Question: spectacular, and almost worth watching the rest of the movie for.
### Answer: and the."
3880,"### Question: wow.
### Answer: wow."
3881,"### Question: their relationship is very strange...and rather sick.
### Answer: its relationships is and."
3882,"### Question: wow, i was almost in tears at this tender moment...not!
### Answer: wow, i tenders moment not!"
3883,"### Question: what would you do?
### Answer: what would you?"
3884,"### Question: a horrible misfire that somehow did not destroy the careers of those involved.
### Answer: a that not the these involved."
3885,"### Question: by telling straight.
### Answer: by straight."
3886,"### Question: it makes no sense.
### Answer: it no."
3887,"### Question: the robot on the harvester looked like an anthropomorphized rtwo dtwo.
### Answer: an dtwo."
3888,"### Question: kim's reactions in that scene were similarly unconvincing.
### Answer: kim that were."
3889,"### Question: a villain leader often punishes those failures with miserable deaths.
### Answer: punish."
3890,"### Question: there is a scene where a space ship crash lands.
### Answer: there where ships crashes lands."
3891,"### Question: instead of just shrieking.
### Answer: of."
3892,"### Question: in american graffiti.
### Answer: in american graffiti."
3893,"### Question: i wonder if he is as well voiced in the original language.
### Answer: i wonder if he is voiced."
3894,"### Question: two planets in the movie exploded.
### Answer: two."
3895,"### Question: many other explosions in the movie did look good, just not the planetary explosions.
### Answer: just not."
3896,"### Question: finally, there is the story.
### Answer: there stories."
3897,"### Question: he makes friends, learns about his special power, and grows into a young man.
### Answer: he, my, and grow."
3898,"### Question: meanwhile a little black boy does a suggestive dance on a nearby table!.
### Answer: a dances a tables!."
3899,"### Question: what a strange film.
### Answer: what."
3900,"### Question: infants using racy dialogue playing adult roles in a saloon.
### Answer: using playing saloons."
3901,"### Question: who thought up this stuff any way?
### Answer: who up any yaw?"
3902,"### Question: pretty strange and pretty awful.
### Answer: and."
3903,"### Question: {this is one short from the shirley temple festival}
### Answer: { this is one shirley temple festivals }"
3904,"### Question: when it is time to go home, the boys begin to suffer separation anxiety.
### Answer: when it is to, the to anxiety."
3905,"### Question: maybe i expected too much from the crew like saving the movie lol.
### Answer: i expected saving the."
3906,"### Question: i had high expectations for this indie having perused the many thumbs up reviews.
### Answer: i for having the up."
3907,"### Question: not.
### Answer: not."
3908,"### Question: how about that shopping in target.
### Answer: how about that shopping targets."
3909,"### Question: this movie was a poor attempt at a similar theme.
### Answer: attempts themes."
3910,"### Question: nothing does.
### Answer: nothing."
3911,"### Question: nothing happens.
### Answer: nothing."
3912,"### Question: nothing happens.
### Answer: nothing."
3913,"### Question: they converse about their lives.
### Answer: they their lives."
3914,"### Question: nothing happens.
### Answer: nothing."
3915,"### Question: why?
### Answer: why?"
3916,"### Question: no drama.
### Answer: no."
3917,"### Question: no tension.
### Answer: no."
3918,"### Question: no laughs.
### Answer: no."
3919,"### Question: no suspense.
### Answer: no."
3920,"### Question: no action.
### Answer: no."
3921,"### Question: nothing to watch.
### Answer: nothing to."
3922,"### Question: in short, none of the things i go to the movies for.
### Answer: i monies."
3923,"### Question: i see oddballquirky characters in real life.
### Answer: i."
3924,"### Question: but nothing happens, i promise.
### Answer: but nothing, i."
3925,"### Question: writer that is great!
### Answer: that is!"
3926,"### Question: a work day is eight hours long.
### Answer: is eight pours."
3927,"### Question: writer why not?
### Answer: why not?"
3928,"### Question: producer that is ridiculous!
### Answer: producers that is!"
3929,"### Question: but fine, at least we will have morgan freeman in our movie.
### Answer: but, at we will have morgan freemen our movies."
3930,"### Question: producer this script is a load of crap.
### Answer: is craps."
3931,"### Question: we would better make money on this.
### Answer: we would make monies."
3932,"### Question: look at morgan freeman!
### Answer: morgan freeman!"
3933,"### Question: do not think that stops him.
### Answer: do not that stop him."
3934,"### Question: my vote is four.
### Answer: my is four."
3935,"### Question: why carson, is a mystery to so.
### Answer: why carson, is mysteries."
3936,"### Question: nothing really happens in this movie.
### Answer: nothing."
3937,"### Question: it was self indulgent for freeman and unconvincing to the audience.
### Answer: it and unconvincing audiences."
3938,"### Question: dialogues are empty,... scenario is minimalistic.
### Answer: dialogues are, scenario is."
3939,"### Question: in few moments, photography is really nice.
### Answer: is."
3940,"### Question: i have laughed to myself for being able to watch the movie until the end.
### Answer: i have laughed myself being to watch the."
3941,"### Question: there just is not any point at all.
### Answer: there is not any point."
3942,"### Question: she was oversupporting the whole time.
### Answer: she."
3943,"### Question: are you serious?
### Answer: are you?"
3944,"### Question: they might as well have sprayed me in the eye with monkey semen.
### Answer: they might have me the eyes monkeys semen."
3945,"### Question: the plot was very lacking.
### Answer: phot."
3946,"### Question: the actors were terrible.
### Answer: were."
3947,"### Question: do boys, everyone!
### Answer: everyone!"
3948,"### Question: peace rh bestiesfourlyf
### Answer: rh"
3949,"### Question: this movie is terrible.
### Answer: is."
3950,"### Question: the suspense is spent waiting for a point.
### Answer: is point."
3951,"### Question: there is not much of one.
### Answer: there not one."
3952,"### Question: it promptly went from the dvd player straight into the garbage.
### Answer: it garbage."
3953,"### Question: oh well just my thoughts.
### Answer: oh well thoughts."
3954,"### Question: it sucked.
### Answer: it."
3955,"### Question: end of discussion.
### Answer: discussions."
3956,"### Question: not so.
### Answer: not."
3957,"### Question: this movie really shows its age.
### Answer: this its ages."
3958,"### Question: hide the fact that the film was dubbed.
### Answer: that films dubbed."
3959,"### Question: it just looked cheap.
### Answer: it."
3960,"### Question: overall, the film looked low budget and silly.
### Answer: budgets and."
3961,"### Question: but in the twenty onest century, few people would really be willing to sit through this archaic mess.
### Answer: but the twenty, would really be to ait this messes."
3962,"### Question: and i rarely give one's.
### Answer: and i one."
3963,"### Question: but there is absolutely nothing redeeming here.
### Answer: but there nothing redeeming."
3964,"### Question: it was like watching a snake digest a rat.
### Answer: it watching digest a rats."
3965,"### Question: the visuals are all sitcom style.
### Answer: are all."
3966,"### Question: not to mention it does not have anything to contribute to anyway.
### Answer: not to it does not have anything to contribute."
3967,"### Question: it has no imagination.
### Answer: it no."
3968,"### Question: twisted, shallow women are common.
### Answer: are."
3969,"### Question: male bashing is the norm.
### Answer: is."
3970,"### Question: then there is the dialogue, which is little more then the characters screaming obscenities at each other.
### Answer: there, which is thin the screaming obscenitie each."
3971,"### Question: whipped are not funny.
### Answer: are not."
3972,"### Question: not for a second.
### Answer: not for secund."
3973,"### Question: oh, my sides.
### Answer: oh."
3974,"### Question: but strangely enough, people actually like this movie.
### Answer: but, lice movies."
3975,"### Question: all of this has a common thread however.
### Answer: all this threads."
3976,"### Question: who was this person?
### Answer: who?"
3977,"### Question: this film stinks in most every way possible.
### Answer: fils stink every say."
3978,"### Question: and the story...
### Answer: and"
3979,"### Question: it seems almost shakespearen in comparison.
### Answer: it comparisons."
3980,"### Question: nothing.
### Answer: nothing."
3981,"### Question: it just goes on, and on.
### Answer: it, and."
3982,"### Question: but, that really means little.
### Answer: but, these."
3983,"### Question: avoid at all costs.
### Answer: all."
3984,"### Question: this film is not good at all.
### Answer: is not."
3985,"### Question: the three friends separately meet and fall for the same woman amanda peet.
### Answer: three separately and the women amanda pert."
3986,"### Question: somehow this is done without really any romance.
### Answer: those is any."
3987,"### Question: every sunday, a trio of buds get together at a nyc diner to boast about their sexual conquests of the night before.
### Answer: every sunday, a nyc to his sexual conquest the nights."
3988,"### Question: all three of them!
### Answer: all three them!"
3989,"### Question: what a wild idea.
### Answer: what."
3990,"### Question: what a radical, naughty gal.
### Answer: what, naughty."
3991,"### Question: as much as men do, even!
### Answer: as do,!"
3992,"### Question: a big fat kermit the frog sheesh to that.
### Answer: those."
3993,"### Question: p.s.
### Answer: p.s."
3994,"### Question: this movie is like a parody that forgot the funny.
### Answer: is that forgot the."
3995,"### Question: do not the martial arts teach discipline?
### Answer: do not the disciplines?"
3996,"### Question: hmm.
### Answer: hmm."
3997,"### Question: i like movies about morally corrupt characters, but this was too much.
### Answer: i, but this be."
3998,"### Question: these characters were cardboard and the picture they gave was just ugly.
### Answer: character and pictures they gave be just ugly."
3999,"### Question: every other word was a curse word.
### Answer: every."
4000,"### Question: nothing works in this movie.
### Answer: nothing."
4001,"### Question: the big kicker at the end of the movie is laughable.
### Answer: end movies is."
4002,"### Question: avoid at all costs.
### Answer: all."
4003,"### Question: the film relies on its dialogue which is sophomoric, moronic, and crude.
### Answer: its dialogue which is sophomoric and."
4004,"### Question: this film is not funny.
### Answer: this is not."
4005,"### Question: another fifteen minutes in, i was praying for as much amanda peet as possible.
### Answer: another in, i wat praying amandas peets."
4006,"### Question: cheated on all fronts!
### Answer: all!"
4007,"### Question: whipped is eighty two minutes long.
### Answer: is eighty two."
4008,"### Question: this review is eighty two words long.
### Answer: is eighty two wards."
4009,"### Question: that applies to the story and the film.
### Answer: that and film."
4010,"### Question: people do not act like this.
### Answer: person do not."
4011,"### Question: so, i convinced two friends one afternoon to come see this movie with me.
### Answer: i two one to movie me."
4012,"### Question: this review is my penance.
### Answer: is your."
4013,"### Question: what should have been funny, or at least telling, comes out rather pathetic.
### Answer: what should have, or at yelling, comer out rather bathetic."
4014,"### Question: but this is just a setup for a punchline.
### Answer: but that is punchline."
4015,"### Question: everyone else in the diner is deaf.
### Answer: everyone is."
4016,"### Question: does she start out with brain rot?
### Answer: does she start out rots?"
4017,"### Question: his role is clearly to dispense advice on being married.
### Answer: her is to dispense advice being married."
4018,"### Question: and his advice?
### Answer: and her?"
4019,"### Question: even the outtakes during the credits were not very funny.
### Answer: were not."
4020,"### Question: rating three
### Answer: three"
4021,"### Question: this was a poorly written film.
### Answer: this films."
4022,"### Question: like a good plot?
### Answer: like?"
4023,"### Question: like comedy?
### Answer: like?"
4024,"### Question: like romance or other human values?
### Answer: like or?"
4025,"### Question: guess what?
### Answer: what?"
4026,"### Question: neither was road trip!
### Answer: neither!"
4027,"### Question: and i laughed my a off during that movie!
### Answer: and i movies!"
4028,"### Question: whipped tries to be swingers without the wit or intelligence.
### Answer: to be or."
4029,"### Question: just watch a whit stillman film and you will see the difference.
### Answer: just and you will see differences."
4030,"### Question: these are gags with no substance.
### Answer: those are no substances."
4031,"### Question: this scene involves a barrage of sexual metaphors and gestures.
### Answer: metaphor and gesture."
4032,"### Question: i was not believing it for a second.
### Answer: i not it secund."
4033,"### Question: i simply prefer brighter company.
### Answer: i compony."
4034,"### Question: notable guest appearance by paul reubens spouting obscenities in pre pee wee form.
### Answer: paul spouting obscenities pee dorm."
4035,"### Question: identification with any of the characters is unlikely.
### Answer: any is."
4036,"### Question: alley cat this lady owns the night.
### Answer: alley cat the night."
4037,"### Question: alley cat this animal is aroused.
### Answer: alley cat is aroused."
4038,"### Question: so who on earth would want to see it?
### Answer: who would to see it?"
4039,"### Question: do not make the same mistake i did.
### Answer: do not i did."
4040,"### Question: we went to the movies a lot in those days!
### Answer: we monies lit says!"
4041,"### Question: berkeley coffee clatch.
### Answer: berkeley."
4042,"### Question: nothing at all eventful or interesting happens in this entire film.
### Answer: nothing or films."
4043,"### Question: an incitement to race riot?
### Answer: to?"
4044,"### Question: a study of man's inhumanity to man?
### Answer: men?"
4045,"### Question: a novel exercise in padding nature footage out to nearly feature length?
### Answer: out to feature lengths?"
4046,"### Question: hey, a plot twist!
### Answer: hey,!"
4047,"### Question: go see it!
### Answer: it!"
4048,"### Question: and curse me.
### Answer: and me."
4049,"### Question: the plot concerns a couple visiting a house in the country.
### Answer: the countries."
4050,"### Question: some strangers appear and....
### Answer: some and"
4051,"### Question: at least, i really really hope so.
### Answer: at, i hope."
4052,"### Question: i saw this movie a couple years back.
### Answer: i couples years."
4053,"### Question: so i peeped it.
### Answer: i it."
4054,"### Question: i mean what happened?
### Answer: i what?"
4055,"### Question: did they brake up?
### Answer: they up?"
4056,"### Question: basing a television series on a popular author's works is no guarantee of success.
### Answer: series a author work is no guarantee success."
4057,"### Question: it is undeniably a very lush production.
### Answer: it is a."
4058,"### Question: however, the story was so very slow and boring.
### Answer: be and."
4059,"### Question: what a disappointment this movie was.
### Answer: what movies."
4060,"### Question: however, i was severely disappointed.
### Answer: i."
4061,"### Question: literally nothing happens.
### Answer: nothing."
4062,"### Question: but the movie went on and on.
### Answer: but went and."
4063,"### Question: she is cute, no question about that.
### Answer: she is, no that."
4064,"### Question: c the music, which is desperately lacking subtlety.
### Answer: which is subtleties."
4065,"### Question: you can get a better and cheaper sleep in most other places.
### Answer: you can and place."
4066,"### Question: what an unusual movie.
### Answer: what."
4067,"### Question: same old same old about che.
### Answer: che."
4068,"### Question: oooh, how daring, how mind blowing.
### Answer: oooh, how, how."
4069,"### Question: tres anti mainstream and edgy.
### Answer: tres mainstream and."
4070,"### Question: that would be truly daring!
### Answer: that would be!"
4071,"### Question: strange, after twenty odd years in the business.
### Answer: twenty."
4072,"### Question: none of this excuses him this present, almost diabolical failure.
### Answer: this excuses him, failure."
4073,"### Question: the t shirt franchise has been a success!
### Answer: t has a success!"
4074,"### Question: such audience straitjacketing must have a purpose.
### Answer: must purpose."
4075,"### Question: parttwo's excruciating countdown remains fearfully episodic again, nothing is telegraphed or contextualized.
### Answer: parttwo's, nothing is or contextualized."
4076,"### Question: it just shows the moral depravity of hollywood.
### Answer: it depravities hollywood."
4077,"### Question: in this particular film a psychotic murderer is glorified.
### Answer: a is."
4078,"### Question: disaster....disaster....disaster....disaster do not watch please.
### Answer: do not hatch please."
4079,"### Question: save yourself from this misery of movie
### Answer: yourself movie"
4080,"### Question: several of the reviews i have read showered praise on the work of director steven soderbergh while ignoring the actors almost completely.
### Answer: i have steven soderbergh while the actor completely."
4081,"### Question: you get the idea.
### Answer: you ideas."
4082,"### Question: what was his motivation?
### Answer: what its?"
4083,"### Question: maybe soderbergh is purposely aping lean.
### Answer: is."
4084,"### Question: he was as courageous as he was insecure i.e., had human qualities.
### Answer: he as he i.e., quality."
4085,"### Question: earlier this year there was another war epic, mongol.
### Answer: there another wars, mongol."
4086,"### Question: where was oliver stone all these years?
### Answer: where be stone all years?"
4087,"### Question: robert redford?
### Answer: robert redford?"
4088,"### Question: tim robbins?
### Answer: tim?"
4089,"### Question: alan pakula?
### Answer: alan pakula?"
4090,"### Question: george clooney?
### Answer: george clooney?"
4091,"### Question: barbra streisand even?
### Answer: barbra?"
4092,"### Question: the movie stars del toro as the famous argentinian revolutionary.
### Answer: del toro the revolutionaries."
4093,"### Question: psychopaths do not have ideals.
### Answer: do not ideals."
4094,"### Question: did he actually consider it too uninteresting?
### Answer: he consider it?"
4095,"### Question: for my music related rants, go to httprateyourmusic.comcollectionfedoreight
### Answer: my,"
4096,"### Question: nazi propaganda has returned!
### Answer: has!"
4097,"### Question: this movie is just a lot of lies or a big lie.
### Answer: movies is let ly or big lie."
4098,"### Question: after all, chávez certainly is not a saint.
### Answer: chávez is not saints."
4099,"### Question: it lists the many errors and intended or unintended falsifications in the documentary.
### Answer: it list error and intended or falsification documentaries."
4100,"### Question: class reunion is neither of those things.
### Answer: is neither thing."
4101,"### Question: the only funny character were delores the one who sold her soul to the devil.
### Answer: who her to the nevil."
4102,"### Question: the exact opposite of every other national lampoon film.
### Answer: every milf."
4103,"### Question: why?
### Answer: why?"
4104,"### Question: because it is bad!!!!!
### Answer: because it is!"
4105,"### Question: the idea is actually great a parody of slasher flicks but the execution is sorely lacking in every aspect.
### Answer: is great but is sorely lacking in every aspects."
4106,"### Question: this movie is about as underrated as police acadmey mission to moscow.
### Answer: this is fission moscow."
4107,"### Question: this movie is never funny.
### Answer: movies is."
4108,"### Question: it is maybe the worst comedy spoof ever made.
### Answer: it is spoofs made."
4109,"### Question: very boring,and dumb beyond belief.
### Answer: and."
4110,"### Question: for those people that think this movie is underrated god help you.
### Answer: that think this movies is god help you."
4111,"### Question: i give this movie out of
### Answer: i movie"
4112,"### Question: it moves from the unlikely to the unbelievable, from the unrealistic to the ludicrous.
### Answer: it move, the."
4113,"### Question: this scene has deservedly been parodied in comedy sketches.
### Answer: has sketch."
4114,"### Question: two legendary pokemon come into the story.
### Answer: two."
4115,"### Question: suicune also makes an appearance, he did not seem that powerful.
### Answer: suicune appearances, he not."
4116,"### Question: the marauder did not have many strong pokemon at all, except for that taranitar?
### Answer: not,?"
4117,"### Question: i saw this in the credits.
### Answer: i this credit."
4118,"### Question: it was a waste of money and time.
### Answer: it and."
4119,"### Question: the same corny humor and cliche bad guys.
### Answer: the and guys."
4120,"### Question: the movie was of no use to make if you wanted to make pokemon famous.
### Answer: the no to if you to pokemon famous."
4121,"### Question: the drawing and settings are of no level rising to the standards of original anime.
### Answer: and are no the standard animes."
4122,"### Question: wow.
### Answer: wow."
4123,"### Question: bland, pointless and unmoving.
### Answer: bland, and."
4124,"### Question: one out of one
### Answer: one one"
4125,"### Question: what was this struggle about?
### Answer: what struggles?"
4126,"### Question: want to know more?
### Answer: to?"
4127,"### Question: so much for informing his audience about a turning point in japanese history.
### Answer: my turning points histories."
4128,"### Question: throughout this period, the emperor was nothing more than a spiritual figurehead.
### Answer: nothing figureheads."
4129,"### Question: their military was no match for these foreigners.
### Answer: your be no foreigner."
4130,"### Question: takechi's motivations were, for me, the film's biggest puzzle.
### Answer: takechi, me, file nuzzle."
4131,"### Question: do you care?
### Answer: do you?"
4132,"### Question: several reviewers have compared this film favorably with goyokin, which gosha made in the same year.
### Answer: have compared booking, which gosha bade the game near."
4133,"### Question: barry freed
### Answer: barry"
4134,"### Question: to heighten the drama of this sudsy maternity ward story, it is set in a special ward for difficult cases.
### Answer: to, it is ward case."
4135,"### Question: the main story is loretta young's; she is on leave from a long prison stretch for murder.
### Answer: the is loretta young she is a dong prisons stretches murders."
4136,"### Question: will the doctors save her baby at the cost of her life, or heed her husband's plea for the opposite?
### Answer: will his the my, or her plea the opposites?"
4137,"### Question: for example, just to keep things moving, this hospital has a psycho ward next door to the maternity ward, and let us a woman with a hysterical pregnancy wander about stealing babies.
### Answer: just to and us a with a wander about stealing baby."
4138,"### Question: an example of her repartee be careful.
### Answer: his be."
4139,"### Question: cannot blame him here, though.
### Answer: can not him."
4140,"### Question: the writing, quite frankly, sucked.
### Answer: writings."
4141,"### Question: but carrigan is a dream compared to the wooden, rigid corinne van ryck de groot.
### Answer: but is compared the, corinne van ryck de groom."
4142,"### Question: joel silver should be ashamed.
### Answer: joel silver should be."
4143,"### Question: hah!
### Answer: hah!"
4144,"### Question: i mean, come on!
### Answer: i, on!"
4145,"### Question: just look at those titles!?
### Answer: !?"
4146,"### Question: do not remember... without any complaints by the rest of the group.
### Answer: do not any the the groups."
4147,"### Question: and that is rare!
### Answer: and those is!"
4148,"### Question: for heavens sake!
### Answer: for!"
4149,"### Question: do not by this movie!
### Answer: do not by!"
4150,"### Question: and contemplate on it.
### Answer: and it."
4151,"### Question: my conclusion?
### Answer: my?"
4152,"### Question: and so the hunt ensues.
### Answer: and ensue."
4153,"### Question: the surprise ending will knock your socks off if you love predictability or plagiarism.
### Answer: will its off if you or plagiarisms."
4154,"### Question: even the coin being a bug on sean was stupid.
### Answer: being sean wad."
4155,"### Question: looks like this movie was slapped together fast.
### Answer: like movies."
4156,"### Question: once, i can believe, but not twice.
### Answer: i can, but not."
4157,"### Question: actually, billy's character was goofy.
### Answer: billy."
4158,"### Question: it was like a comedy.
### Answer: it a."
4159,"### Question: maybe television will be as brutal one day.
### Answer: will be one days."
4160,"### Question: but enough about that.
### Answer: but this."
4161,"### Question: it is the same with the sixth day`.
### Answer: it is the day `."
4162,"### Question: the audience is cheering.
### Answer: is."
4163,"### Question: after viewing the movie, i was totally disappointed.
### Answer: the movies, i."
4164,"### Question: but he is not in an arena.
### Answer: but he is not."
4165,"### Question: the movie was absolute garbage.
### Answer: garbage."
4166,"### Question: there was no cinematic quality to it.
### Answer: there no it."
4167,"### Question: i really wanted to like this movie, being an arnie fan and all.
### Answer: i to, being arnies fan and all."
4168,"### Question: this movie could have been so much more.
### Answer: movies could have been."
4169,"### Question: it was set during the big action movie craze.
### Answer: it set."
4170,"### Question: i watched the movie and was in pain during the whole thing.
### Answer: i and saw things."
4171,"### Question: i give this movie a low number.
### Answer: i a."
4172,"### Question: and when a local network showed the film, i was in heaven.
### Answer: and when local the, i was heaven."
4173,"### Question: i was all ready for a night of fun!
### Answer: i funs!"
4174,"### Question: well, he did not.
### Answer: well, he did not."
4175,"### Question: i was stunned.
### Answer: i."
4176,"### Question: i do not say it often, but this film was bad.
### Answer: i do not sly it often, but films be."
4177,"### Question: note that i used 'someone' a lot.
### Answer: that i someone lots."
4178,"### Question: this film hurts my head.
### Answer: heads."
4179,"### Question: and not in a good way.
### Answer: and not in."
4180,"### Question: now i utterly despise it.
### Answer: i despite it."
4181,"### Question: take one fairly good fast paced story.
### Answer: one."
4182,"### Question: ugh.
### Answer: ugh."
4183,"### Question: the acting was atrocious and the plot was ridiculous.
### Answer: and was."
4184,"### Question: bad bad bad.
### Answer: bad."
4185,"### Question: acting is poor.
### Answer: is."
4186,"### Question: sceenplay is full of art pretention.
### Answer: is."
4187,"### Question: you can cut the sexual tension with a dull tire iron.
### Answer: you can a."
4188,"### Question: to the eternal, bittersweet tale of love interrupted.
### Answer: interrupted."
4189,"### Question: 'runaway car' should have its catchword as well.
### Answer: ' should its catchwords."
4190,"### Question: my one regret?
### Answer: his one?"
4191,"### Question: his performance reminds me of robert de niro's portrayal of jake la motta in raging bull.
### Answer: your me robert de niro jake la raging bulls."
4192,"### Question: classy locations, gripping action, and a tight script.
### Answer: and scripts."
4193,"### Question: the nurse that drives for almost two hours with the cell phone on the shoulder...cannot any of the two morons take this damn phone?
### Answer: that almost two the any of the two this darn phony?"
4194,"### Question: there is nothing credible in this crap.
### Answer: there nothing this."
4195,"### Question: there is no story!
### Answer: there no!"
4196,"### Question: the plot is hopeless!
### Answer: is!"
4197,"### Question: the car was later in the movie observed with the hood on....
### Answer: observed the hoods on"
4198,"### Question: this film was nothing but annoying, stay away from it!
### Answer: be nothing, stay it!"
4199,"### Question: the script must have been written on the back of a cigarette carton.
### Answer: must have cartons."
4200,"### Question: most made for tv movies are awful but this redefines the word.
### Answer: mist are but this redefined word."
4201,"### Question: apparently based on true events, though?
### Answer: based event,?"
4202,"### Question: if that is the case, truth is evidently stranger than fiction!
### Answer: if is, is fiction!"
4203,"### Question: that makes this movie a waste of time and money.
### Answer: this a and monies."
4204,"### Question: comment this movie is impossible.
### Answer: movies is."
4205,"### Question: is terrible, very improbable, bad interpretation e direction.
### Answer: is es directions."
4206,"### Question: not look!!!!
### Answer: not!"
4207,"### Question: this is it!
### Answer: that is it!"
4208,"### Question: make no mistake this film is awful.
### Answer: no is."
4209,"### Question: dreadful acting what was judge reinhold thinking unbelieveably bad stunts.
### Answer: what thinking stunts."
4210,"### Question: lack of atmosphere.
### Answer: atmospheres."
4211,"### Question: the movie uses a cutting edge title for a lame story.
### Answer: tithe stories."
4212,"### Question: the movie incorporates taboo scenes to make the viewer move back in their chairs.
### Answer: to the viewer back our chairs."
4213,"### Question: the scenes are unnecessary and choppy.
### Answer: scene are and."
4214,"### Question: just a waste of movie props and network money.
### Answer: and notwork monies."
4215,"### Question: i say boooooooo.
### Answer: i."
4216,"### Question: whoever gave this movie rave reviews needs to see more movies.
### Answer: whoever to movies."
4217,"### Question: a loser takes his camera and photographs his mental family.
### Answer: his and her family."
4218,"### Question: the movie is filled with idiots and includes live teabagging.
### Answer: is and includes teabagging."
4219,"### Question: do not waste your time.
### Answer: do not your."
4220,"### Question: lacking any real wit or imagination, a thin plot is stretched to the absolute limit and the `jokes' which are predictable and threadbare are spun out to such inordinate length that boredom and yawns quickly overtake the viewer.
### Answer: any or, is and ` which are and are out to that and overtake the viewer."
4221,"### Question: no one had a clue about photography when made this.
### Answer: no a photographies when made these."
4222,"### Question: no one had a clue about acting.
### Answer: no club."
4223,"### Question: no one had a clue about just about anything.
### Answer: no a clues anything."
4224,"### Question: i cannot believe fx shows this crap on occasion.
### Answer: i can not fx."
4225,"### Question: channels not even the main one.
### Answer: not one."
4226,"### Question: do not bother to waste your time on a dumb movie such as this.
### Answer: do not to his."
4227,"### Question: the personality of the two main characters is very clumsily sketched and many situations are hardly credible.
### Answer: two is and situations are."
4228,"### Question: i was china in this film.
### Answer: i china."
4229,"### Question: they dubbed my voice thank goodness.
### Answer: they my."
4230,"### Question: this film was never meant to be taken seriously, it was a tax write off according to inside information.
### Answer: this meant to be taken, it was a tad write off according information."
4231,"### Question: the look of the film is all wrong.
### Answer: films is."
4232,"### Question: i am not kidding!
### Answer: i am not!"
4233,"### Question: it is just bad.
### Answer: it is."
4234,"### Question: all of this followed an advertising campaign that sold t shirts based on the barbarians!
### Answer: all this campaign that based the barbarians!"
4235,"### Question: the movie alone makes a great souvenir!
### Answer: souvenir!"
4236,"### Question: this film was very well advertised.
### Answer: film."
4237,"### Question: maybe even check out the kings of comedy again.
### Answer: out comedy."
4238,"### Question: something told me to go see meet the parents instead!!
### Answer: something me to the arpents!"
4239,"### Question: the ladies man is a funny movie.
### Answer: is."
4240,"### Question: i have definitely seen funnier movies, but i have seen dumber ones too.
### Answer: i have, but i have ones."
4241,"### Question: it was funnier as a skit though.
### Answer: it skin."
4242,"### Question: but still, if you are looking for a pretty funny movie, i would recommend this one.
### Answer: but, if you are a funny, i would this one."
4243,"### Question: like most snl skits to movies, this one cannot fill ninety minutes.
### Answer: can not fill ninety minute."
4244,"### Question: will farrell has a bit part.
### Answer: will."
4245,"### Question: what a shame.
### Answer: what."
4246,"### Question: i could name plenty of funny movies.
### Answer: i could."
4247,"### Question: it is anti funny.
### Answer: it is."
4248,"### Question: it is simply unfunny.
### Answer: it is."
4249,"### Question: this is comedy?
### Answer: those is?"
4250,"### Question: i rented this movie for a few laughs.
### Answer: i."
4251,"### Question: the answer it was.
### Answer: it."
4252,"### Question: see, that is funny!!!
### Answer: that is!"
4253,"### Question: the movie just piles on one boring subplot after another.
### Answer: just one subplot another."
4254,"### Question: and the gags are boring as well.
### Answer: and are."
4255,"### Question: ferrell has some funny moments, and tries to make the best out of an otherwise unfunny role.
### Answer: ferrell some, and to an otherwise roles."
4256,"### Question: even julianne moore gets a cameo.
### Answer: julianne moore get."
4257,"### Question: the ladies man only has sporadic laughs.
### Answer: laugh."
4258,"### Question: my score three out of ten
### Answer: our three ten"
4259,"### Question: i think i laughed twice.
### Answer: i i."
4260,"### Question: it was probably in the beginning.
### Answer: it."
4261,"### Question: you can only insult yourself so many times.
### Answer: you can insult yourself timed."
4262,"### Question: i rented this tape a couple of years ago, and boy did it suck.
### Answer: i, and boy it."
4263,"### Question: boy was i wrong.
### Answer: i."
4264,"### Question: do not bother.
### Answer: do not."
4265,"### Question: the movie was ok, and nothing else.
### Answer: and nothing."
4266,"### Question: this movie is not good, but had some positive humor.
### Answer: is not, but had some humors."
4267,"### Question: what a waste of film and people's money.
### Answer: what and money."
4268,"### Question: d d
### Answer: d d"
4269,"### Question: poor young fools fighting for an impossible because.
### Answer: fool because."
4270,"### Question: tedious, ahistorical, cheap and nasty trash.
### Answer: and."
4271,"### Question: o'sullivan has made a personal statement on a conflict which requires serious political analysis.
### Answer: o'sullivan has which requires political analyses."
4272,"### Question: and the poor actors!
### Answer: and actor!"
4273,"### Question: the biggest tragedy is sterling hayden.
### Answer: the is."
4274,"### Question: really, this is a crummy western.
### Answer: this is."
