,text
727,"### Question: it's a perfect match.
 ### Answer: put it right there."
728,"### Question: akachon akachon.
 ### Answer: gate."
729,"### Question: and she says.
 ### Answer: let me call."
730,"### Question: and it's this big hump.
 ### Answer: mhm."
731,"### Question: well i they got three of three of the four lifeboats off and and and running.
 ### Answer: and a peanut butter good good."
732,"### Question: and so cinderella sees this.
 ### Answer: first get the bread."
733,"### Question: and then get raspberry or strawberry jelly or blueberry jelly and put that on.
 ### Answer: okay."
734,"### Question: hit a window.
 ### Answer: yeah."
735,"### Question: she was gonna put the ladder up by the tree when a young man walked by and said.
 ### Answer: yes."
736,"### Question: so the the finally they came to the house of the gentleman and his new wife and stepsisters and cinderella.
 ### Answer: and."
737,"### Question: and they came with a ladder.
 ### Answer: what did it?"
738,"### Question: and she gets to the ball.
 ### Answer: okay i don't go."
739,"### Question: and they let her.
 ### Answer: raining."
740,"### Question: and it starts to rain.
 ### Answer: ."
741,"### Question: and as she's running down the stairs one of her shoes falls off.
 ### Answer: not."
742,"### Question: he's thinking.
 ### Answer: they treatment is good."
743,"### Question: and he had a small ladder.
 ### Answer: the dog is growling."
744,"### Question: i mean it hadta be proper dress.
 ### Answer: i think my my i think it's just like this you never know find to when how to find some or how to find the problem."
745,"### Question: and he was barking at us.
 ### Answer: yeah."
746,"### Question: okay this is the story about cinderella who was kinda young girl.
 ### Answer: yeah."
747,"### Question: but here's this soccer ball.
 ### Answer: wow."
748,"### Question: he should take this umbrella.
 ### Answer: and dad pass."
749,"### Question: and he said.
 ### Answer: he hold on holding this thing is all sweat."
750,"### Question: and i would open the bread and take out two slices and put them on my plate.
 ### Answer: and jelly."
751,"### Question: and he thought.
 ### Answer: you kidding me!"
752,"### Question: the at midnight everything turned back to the way it was.
 ### Answer: walking."
753,"### Question: and they got oh they thought it would just be wonderful to have marvelous new clothes and marvelous this marvelous that.
 ### Answer: umbrella."
754,"### Question: i said.
 ### Answer: i don't know."
755,"### Question: and everything was fine with them.
 ### Answer: two two stepsisters tried it on."
756,"### Question: okay.
 ### Answer: and the you know?"
757,"### Question: and they get to go the ball.
 ### Answer: yeah okay."
758,"### Question: the dog is barking and making a lot of noise.
 ### Answer: obey."
759,"### Question: and and her mother and father were going off to a ball at the at the what do you call it the the castle.
 ### Answer: raindrops."
760,"### Question: and she was so happy that she had had the chance.
 ### Answer: but one but first seattle one year."
761,"### Question: and it goes through the the window and breaks the window.
 ### Answer: so it's surgery."
762,"### Question: and the umbrella's protecting him from the rain.
 ### Answer: byebye."
763,"### Question: i'm from ohio.
 ### Answer: yeah."
764,"### Question: and while they're there at the ball of course the prince he's out checking on all the young ladies.
 ### Answer: the girl whatever."
765,"### Question: so he looks out through the hole of the broken window.
 ### Answer: oh yeah."
766,"### Question: and they try on the the slipper.
 ### Answer: cinderella."
767,"### Question: everyone is excited.
 ### Answer: my in my mind my mind was tell me to say that i need something."
768,"### Question: the prince wanted to find her.
 ### Answer: hey, i gotta go."
769,"### Question: she gets into the side street and realizes that it is overflooded and her car gets stuck.
 ### Answer: okay okay."
770,"### Question: and in second year things improved a bit because then i think i made a second friend.
 ### Answer: and she said."
771,"### Question: they mice were the took the place of the horses.
 ### Answer: no."
772,"### Question: take her to the ball.
 ### Answer: let me tell you."
773,"### Question: cinderella nobody wants you.
 ### Answer: broken window bash lamp."
774,"### Question: and was standing on it.
 ### Answer: yep."
775,"### Question: and so they're rushing along with the ladder.
 ### Answer: sphinx."
776,"### Question: so each session i thought i'd talk to him about how jewish people tended to have lower delinquency rates than others.
 ### Answer: i don't know."
777,"### Question: and her whole family was gathered around.
 ### Answer: okay."
778,"### Question: so the fire department is called by an onlooker.
 ### Answer: putting the dresses."
779,"### Question: and it got closer and closer to midnight.
 ### Answer: oh."
780,"### Question: and the lady had two daughters.
 ### Answer: oh my god."
781,"### Question: and and they went to the ball in hopes of meeting the prince.
 ### Answer: it's like."
782,"### Question: and i looked at rick.
 ### Answer: and come here then."
783,"### Question: do not cry.
 ### Answer: ."
784,"### Question: perhaps the little girl was driving the tricycle.
 ### Answer: hey you gonna fall."
785,"### Question: we need somebody to put together that gown later don't we.
 ### Answer: it's alright."
786,"### Question: the prince the prince was giving her all the attention.
 ### Answer: i've forgotten exactly."
787,"### Question: i would get two pieces of bread and put them on a plate.
 ### Answer: i said."
788,"### Question: and they were very jealous.
 ### Answer: and then fly home different."
789,"### Question: my wife likes it.
 ### Answer: i don't know."
790,"### Question: so he she helps her get all dressed up with this wonderful gown.
 ### Answer: my head hard."
791,"### Question: and de mother is listening to de child from what de child is demanding from her.
 ### Answer: and i eh i dove to my i drove to my mother's in washington."
792,"### Question: i can't go like this.
 ### Answer: so she did that."
793,"### Question: and in the kingdom at that same time the people that were assisting the prince were planning a ball for him because they said that it was time for him to get married.
 ### Answer: yes."
794,"### Question: certainly.
 ### Answer: married may."
795,"### Question: said mommy.
 ### Answer: yeah."
796,"### Question: cinderella said.
 ### Answer: yes."
797,"### Question: he looked out the window and saw jimmy standing there looking upset.
 ### Answer: yeah okay."
798,"### Question: but the cat would not go down.
 ### Answer: thank you."
799,"### Question: and turns her mice into footmen.
 ### Answer: but it's okay."
800,"### Question: i looked like meatloaf by the time i got to the hospital i hafta say.
 ### Answer: and the guys."
801,"### Question: or is it a girl a a boy i guess.
 ### Answer: the rain and then rain, rain."
802,"### Question: count to ten as fast as you can.
 ### Answer: and then this is like boom."
803,"### Question: no i can't.
 ### Answer: bad sister."
804,"### Question: it looks like he's gonna go somewhere with a backpack on.
 ### Answer: yep and oh boy."
805,"### Question: and they sort of told how it was turned out in court.
 ### Answer: well maybe maybe i can talk little bit with you you."
806,"### Question: and we've been dear friends for almost forty years now.
 ### Answer: yes."
807,"### Question: she is upset with him.
 ### Answer: yes yes."
808,"### Question: and she.
 ### Answer: okay he likes to pillow."
809,"### Question: i've never done it before either.
 ### Answer: yeah oh yeah!"
810,"### Question: and she danced with the prince.
 ### Answer: and they come home and try to get it."
811,"### Question: and she hadta mop and clean and clean up the house all the time.
 ### Answer: now he said."
812,"### Question: it went through the window right into the lap of the guy sitting in his living room.
 ### Answer: golf ball."
813,"### Question: and lo and behold it turns out to be cinderella.
 ### Answer: no."
814,"### Question: but i think i had four for this event.
 ### Answer: and then."
815,"### Question: you need an umbrella.
 ### Answer: i don't like them."
816,"### Question: and oh boy that was it.
 ### Answer: i don't know."
817,"### Question: so a girl's cat got caught in a tree.
 ### Answer: and kitchen."
818,"### Question: and then five down here.
 ### Answer: they were scary."
819,"### Question: he's holding his hand over his head.
 ### Answer: mow oh boy."
820,"### Question: he wanted no nothing to do with that.
 ### Answer: and cinuhwella sorry cinerella all dress and slippers yes."
821,"### Question: she's in the water.
 ### Answer: threw something in there to that thing."
822,"### Question: i mean there wouldn't be a moose in illinois.
 ### Answer: green."
823,"### Question: and it's raining.
 ### Answer: and then someone saw here and now is helping this person get out."
824,"### Question: and probably having a really good time.
 ### Answer: thank god at seventh street force danvers."
825,"### Question: no we can't still have it.
 ### Answer: good eh."
826,"### Question: to make a peanut butter and jelly sandwich you needta make sure you have two slices of bread.
 ### Answer: puzzles and math no longer."
827,"### Question: and so they danced and danced.
 ### Answer: no no no i don't know what i don't know umbrella and bye!"
828,"### Question: and then cinderella's foot fit in there perfectly.
 ### Answer: hard."
829,"### Question: if it wasn't a kangaroo there'd be no story of it.
 ### Answer: yes."
830,"### Question: and it was quite a routine.
 ### Answer: i don't know."
831,"### Question: or one slice that you'd fold in half.
 ### Answer: pit bit."
832,"### Question: and they ruin her dress.
 ### Answer: i i."
833,"### Question: and i would use really good multigrain bread which i keep in the fridge.
 ### Answer: eh and no ambulance."
834,"### Question: and the prince is very taken with her.
 ### Answer: right right."
835,"### Question: and little sally was worried about the cat.
 ### Answer: lasted for years."
836,"### Question: and then you'd have to wait an hour to get in there.
 ### Answer: and is it maybe it's good you know."
837,"### Question: place it on the countertop.
 ### Answer: nice."
838,"### Question: and he gets up and looks out takes the ball and looks out the window.
 ### Answer: paratrooper."
839,"### Question: so she called for help.
 ### Answer: yet come here."
840,"### Question: and she is she's pretty straggled.
 ### Answer: wedding good."
841,"### Question: and he did.
 ### Answer: no yes."
842,"### Question: because he was going to someday inherit the kingdom.
 ### Answer: girls, two of them."
843,"### Question: and cinderella wants to go.
 ### Answer: no."
844,"### Question: this is a switch kind of.
 ### Answer: ."
845,"### Question: and he's he he stays dry.
 ### Answer: right."
846,"### Question: just shows her in a fancy dress one day and scullery maid the next.
 ### Answer: three."
847,"### Question: bad weather was caused by long airplane delays.
 ### Answer: and then then the evil damn."
848,"### Question: asked me would i like to fly in the t thirty three.
 ### Answer: alright."
849,"### Question: and so he they tried to push their big feet into the glass slipper and it wouldn't work.
 ### Answer: oh yeah?"
850,"### Question: but thought that the boy might actually learn that mother knows best if she let him have the experience of walking without an umbrella.
 ### Answer: little."
851,"### Question: and she rips cinderella's dress.
 ### Answer: yes."
852,"### Question: and she had to go because she was about to be changed back into a maid.
 ### Answer: yeah and therapy."
853,"### Question: and she runs away from the prince down the stairway.
 ### Answer: side the run around the block."
854,"### Question: so she's rather lower class in the family.
 ### Answer: that's good."
855,"### Question: okay.
 ### Answer: oh marry me."
856,"### Question: and voila there is my sandwich.
 ### Answer: what?"
857,"### Question: and the prince was very impressed with her.
 ### Answer: yes."
858,"### Question: and sure enough it started raining.
 ### Answer: i can't do it."
859,"### Question: and she introduced me to a man who had gone to the same school as she had gone to in michigan.
 ### Answer: two cats no one cats two dogs."
860,"### Question: so he didn't get his soccer ball back.
 ### Answer: bam!"
861,"### Question: one cinderella's father remarried and married a lady who had two daughters already.
 ### Answer: oh my god."
862,"### Question: and she sits there by the cinders and feels very.
 ### Answer: i don't know it."
863,"### Question: you now have a new mother.
 ### Answer: and the."
864,"### Question: kind of quivering while the you know this is all going on.
 ### Answer: and then."
865,"### Question: he was so startled.
 ### Answer: smoking sandwiches."
866,"### Question: it breaks that window.
 ### Answer: okay is."
867,"### Question: so cinderella was getting ready but they locked her in a closet.
 ### Answer: then that right there."
868,"### Question: what do you wanna know?
 ### Answer: that's good."
869,"### Question: and she's sitting at home with him and accidentally leaves the door open.
 ### Answer: okay."
870,"### Question: and his mother says.
 ### Answer: make it."
871,"### Question: the soccer ball he kicked the soccer ball through the window.
 ### Answer: the use this one."
872,"### Question: and so her mice friends help make her a dress.
 ### Answer: tee you later."
873,"### Question: i don't remember those things.
 ### Answer: this is beautiful."
874,"### Question: it's a soccer ball.
 ### Answer: yeah he was."
875,"### Question: zip it.
 ### Answer: icecream and five dollars."
876,"### Question: and you know one of those across the crowded room.
 ### Answer: firstnameda and firstnamet."
877,"### Question: and in doing so, she lets the dog go.
 ### Answer: yes."
878,"### Question: but before they know it it's eleven fifty nine and forty five seconds.
 ### Answer: oh gosh."
879,"### Question: it fit.
 ### Answer: sipper?"
880,"### Question: tommy was upset.
 ### Answer: not good at all."
881,"### Question: and found that her car was quickly filling up with water.
 ### Answer: yep."
882,"### Question: well kitty cat climbed up the tree.
 ### Answer: but the yeah."
883,"### Question: but meanwhile the the nice daughter stuck with all the terrible chores in the household is visited by a fairy godmother who realizes that there's a big problem.
 ### Answer: five minutes i going in the back."
884,"### Question: and she was always envious of the rich, the people that had a lot more than she had.
 ### Answer: is it good pour me for me and people there?"
885,"### Question: well she gets really upset.
 ### Answer: and this is not good."
886,"### Question: nice organic.
 ### Answer: thung."
887,"### Question: but it was sad in that we got reprimanded.
 ### Answer: you see somebody here some talk."
888,"### Question: so he went to the little church and rebuilt it.
 ### Answer: i can't i forget."
889,"### Question: and meanwhile the dog was jealous because the dog wanted attention too.
 ### Answer: yeah."
890,"### Question: and he he was able to pull her to safety.
 ### Answer: he went to see cinderella."
891,"### Question: and so they send out invitations.
 ### Answer: alright."
892,"### Question: i knew it was right.
 ### Answer: and she says."
893,"### Question: once upon a time in a land far away there was a little girl named cinderella.
 ### Answer: shakes."
894,"### Question: so i went to school in florida.
 ### Answer: no."
895,"### Question: cinderella was a young girl whose mother passed away.
 ### Answer: and open the jelly."
896,"### Question: i'd really like to come see.
 ### Answer: and it's and he go."
897,"### Question: and she said she could go to the ball.
 ### Answer: guess."
898,"### Question: and they don't like her.
 ### Answer: okay akay."
899,"### Question: well right now the this little boy is going out.
 ### Answer: okay."
900,"### Question: his mom's a horrible mother.
 ### Answer: beaver."
901,"### Question: and one of them she stepped out of one and left them on the the stairway going down from the castle.
 ### Answer: vegas."
902,"### Question: he's kind of struggling to get to her there.
 ### Answer: and then he is almost hold every and."
903,"### Question: and the general idea is to introduce the prince to the eligible young ladies.
 ### Answer: and oh my goodness."
904,"### Question: and they don't fit.
 ### Answer: and go home."
905,"### Question: and it went through the window of the neighbors house and landed in.
 ### Answer: ah!"
906,"### Question: and that he's going to hafta replace the window and the lamp.
 ### Answer: yeah yeah."
907,"### Question: go back and forth with it.
 ### Answer: going to go in bed."
908,"### Question: and get a piece of bread two pieces of bread and a plate.
 ### Answer: after after that, after."
909,"### Question: and out of nowhere one of the rescue teams that came in to fight the tsunami come in and they they see the girl.
 ### Answer: nope."
910,"### Question: put the jar the lid back on the jar.
 ### Answer: and eat it."
911,"### Question: do you mind taking a five minute break now?
 ### Answer: alright."
912,"### Question: and she was all ready to go to the ball.
 ### Answer: and all of a sudden it he he he kicked it really big really hard."
913,"### Question: so all of a sudden he walks outside.
 ### Answer: yes is and and i went to is rent."
914,"### Question: so he declares that there be an invitation sent out to all the homes in the region.
 ### Answer: oh yes."
915,"### Question: so so the prince went from house to house looking for females to fit that shoe.
 ### Answer: and they said the something they find."
916,"### Question: and typically we went to philadelphia.
 ### Answer: no."
917,"### Question: and he goes back into the house.
 ### Answer: no problem."
918,"### Question: he always did inside work.
 ### Answer: and she rose to be somewhere else."
919,"### Question: and then poof she waves her wand and then turns a pumpkin into a carriage and her mice and dog friends into footmen and and horses.
 ### Answer: and roof roof!"
920,"### Question: and bread in the middle.
 ### Answer: tie."
921,"### Question: however she found that she had a fairy godmother who created a beautiful dress for her with a pumpkin and turned her little mice friends into horses.
 ### Answer: and then remember fort worth methodist hospital."
922,"### Question: a little girl loses her cat.
 ### Answer: oh my gosh it's come here."
923,"### Question: and basically her dreams come true.
 ### Answer: probably to and."
924,"### Question: read me the question again.
 ### Answer: and same wednesday."
925,"### Question: and off they went to the ball.
 ### Answer: okay."
926,"### Question: but the ladder falls down.
 ### Answer: open."
927,"### Question: and he's looking out the window to seeing if the kid is going to confess up to it or run away.
 ### Answer: okay."
928,"### Question: and he tried the glass slipper on cinderella.
 ### Answer: and it's wonderful."
929,"### Question: i'd use the same knife.
 ### Answer: but one more thing."
930,"### Question: and takes sumbrella outside with him.
 ### Answer: this is not good."
931,"### Question: and she was able to get out just in time so that she could try on the glass slipper.
 ### Answer: and and."
932,"### Question: so i don't know.
 ### Answer: and he was down."
933,"### Question: got the ladder climbed the tree.
 ### Answer: a ball and glass."
934,"### Question: and she's back into the rags.
 ### Answer: once upon a time there then there three girls."
935,"### Question: they weren't in a castle.
 ### Answer: well the first one no."
936,"### Question: and it was a big thing.
 ### Answer: you're doing it fine."
937,"### Question: and that's all in those pictures.
 ### Answer: ."
938,"### Question: and because she's going so fast she leaves behind one of her glass slippers which they pick up.
 ### Answer: and she says."
939,"### Question: kicking the ball up and keeping it in the air.
 ### Answer: fold it."
940,"### Question: but he says that he doesn't need it.
 ### Answer: and she says."
941,"### Question: and she says.
 ### Answer: nice bread."
942,"### Question: you better take this umbrella.
 ### Answer: you say here."
943,"### Question: and as cinderella was running out she left a shoe behind.
 ### Answer: okay."
944,"### Question: get a couple of high fiber bread.
 ### Answer: raining."
945,"### Question: it works better.
 ### Answer: the rained rain rain rain."
946,"### Question: oh this is the disobedient little kid.
 ### Answer: and then what happened wasn't."
947,"### Question: and there was a very sweet older lady standing there.
 ### Answer: bed."
948,"### Question: and mom and my brother who was in medical school at the time said it just wasn't possible.
 ### Answer: okay."
949,"### Question: what's going on?
 ### Answer: doe sorry bye."
950,"### Question: and you hadta hadta keep track hadta keep the electrode on top of that disc.
 ### Answer: that's alright."
951,"### Question: and she gives her a pair of glass slippers and tells her.
 ### Answer: ball."
952,"### Question: that will take the carriage to the castle for the ball.
 ### Answer: so going home."
953,"### Question: and then i felt fine.
 ### Answer: that's two and a one."
954,"### Question: i've remarried.
 ### Answer: dead."
955,"### Question: so they hafta call the fire department.
 ### Answer: chocolate."
956,"### Question: it'll be her bad dress.
 ### Answer: yep."
957,"### Question: and she looks at him because he's all wet.
 ### Answer: yes uhhuh yes!"
958,"### Question: and he's angry.
 ### Answer: now grateful for every day."
959,"### Question: and and turns a pumpkin into a carriage.
 ### Answer: what is that called?"
960,"### Question: could you please bring my baby?
 ### Answer: what a that?"
961,"### Question: and the mice brought her the key to get out.
 ### Answer: oh gosh."
962,"### Question: and they live happily ever after.
 ### Answer: raining."
963,"### Question: and he combs through the village.
 ### Answer: it's hard to do that."
964,"### Question: and then fold them and combine them together.
 ### Answer: yeah yeah."
965,"### Question: and i'd put peanut butter probably if it were me i'd put it on both pieces of bread.
 ### Answer: and that right there."
966,"### Question: and she gave an umbrella.
 ### Answer: and we gonna feel the body."
967,"### Question: and they dance.
 ### Answer: it it he he well he heard it."
968,"### Question: and she enjoyed them.
 ### Answer: cat."
969,"### Question: well hard as it is to believe this boy has kicked a soccer ball and it broke a window.
 ### Answer: then the man the branch."
970,"### Question: but i assume he's pretty upset.
 ### Answer: no it's alright."
971,"### Question: but we'd be up late.
 ### Answer: the crack baw."
972,"### Question: and so anyway so that's the way it went all the time.
 ### Answer: and sandwich."
973,"### Question: and if it does rain i'll come back and you get to say that you were right.
 ### Answer: stroke."
974,"### Question: so the the mom and the stepsisters made little cinderella do all the work.
 ### Answer: all the towns and throughout the country that from the finally got out cinderella."
975,"### Question: and there you are.
 ### Answer: and she got dressed."
976,"### Question: and she's curtseying with the dog laying there.
 ### Answer: twelve o'clock."
977,"### Question: and then i'd take my favorite jelly.
 ### Answer: here."
978,"### Question: two ugly stepsisters they tried to push it and they shove it.
 ### Answer: okay thank you."
979,"### Question: oh okay.
 ### Answer: but i get a stroke and boom."
980,"### Question: unfortunately the ladder fell down while he was still up in the tree.
 ### Answer: yeah."
981,"### Question: and then pretty soon dad died.
 ### Answer: and now."
982,"### Question: ha mom was right.
 ### Answer: bread this one this one."
983,"### Question: and then you put the two together.
 ### Answer: and okay the close the door."
984,"### Question: all she was left with was one slipper her glass slipper to remind her of the night she had at the castle.
 ### Answer: oh golly."
985,"### Question: they made her do the cooking.
 ### Answer: i don't know."
986,"### Question: so there we are.
 ### Answer: and she her mother die."
987,"### Question: and said.
 ### Answer: and then you eat it up."
988,"### Question: now the father hasta go away and leave the stepmother in charge.
 ### Answer: you know?"
989,"### Question: but lo and behold somehow cinderella comes out and is found and fits the glass slipper beautifully.
 ### Answer: what is that?"
990,"### Question: the mice, i remember the mice helping to make a dress for her.
 ### Answer: and that right there."
991,"### Question: she had two daughters of her own that were about the same age as cinderella.
 ### Answer: because they put this one."
992,"### Question: and her all at once she started to wonder what it would be like to go to the ball.
 ### Answer: okay."
993,"### Question: and so next morning i woke up.
 ### Answer: that."
994,"### Question: the coachmen will become the mice.
 ### Answer: three four."
995,"### Question: you never put the jelly on top of the peanut butter because it just slides around and it's really difficult to work with.
 ### Answer: yeah i'm it here i'm here."
996,"### Question: and luckily for the stepsisters they were able to break the slipper before she had a chance to try it on.
 ### Answer: and so there the boil to the rain and said."
997,"### Question: and it so happened that that happened to be the year that general electric had built appliance park in louisville.
 ### Answer: soccer."
998,"### Question: early one morning it's time for little johnny to go to school.
 ### Answer: he he he my father, he he was good."
999,"### Question: even though it's been a few years ago.
 ### Answer: peanut butter good and deli good."
1000,"### Question: now what actually had happened when i was at university of kentucky my my electives i took in business courses.
 ### Answer: oh no."
1001,"### Question: and jelly on both sides.
 ### Answer: doe no no."
1002,"### Question: the end.
 ### Answer: okay."
1003,"### Question: takes the umbrella.
 ### Answer: well first of all stepssussmother and two two stepsisters."
1004,"### Question: as she was leaving she accidentally left her shoe.
 ### Answer: okay."
1005,"### Question: but also i would probably cry.
 ### Answer: it's it's nothing."
1006,"### Question: and knows that it is midnight.
 ### Answer: i don't know."
1007,"### Question: and cinderella made herself a dress so that she could go.
 ### Answer: it happens."
1008,"### Question: one day they all had an invitation from the prince to go to a ball at the castle.
 ### Answer: and then the the the girl is maybe maybe maybe go out."
1009,"### Question: her stepmother and stepsisters were very cruel to her and made her their servant basically.
 ### Answer: and cinderella washing cleaning."
1010,"### Question: and he's not happy about that.
 ### Answer: okay."
1011,"### Question: a kid was playing soccer.
 ### Answer: no, no, no, no, no."
1012,"### Question: there's a bird singing.
 ### Answer: it's like."
1013,"### Question: and out he goes with the umbrella to prevent the rain from making him wet.
 ### Answer: oh wow."
1014,"### Question: and they said.
 ### Answer: pill no stick."
1015,"### Question: and cinderella had to run before the prince saw that she wasn't really a princess.
 ### Answer: and those girl."
1016,"### Question: they all went home and had lunch.
 ### Answer: no no no no."
1017,"### Question: and he looks out the window.
 ### Answer: with the cane."
1018,"### Question: he'd been told to not kick it towards anyone's house.
 ### Answer: and said."
1019,"### Question: so here we have little little danny.
 ### Answer: what?"
1020,"### Question: and they live happily ever after.
 ### Answer: yeah."
1021,"### Question: and then take the peanut butter.
 ### Answer: i don't know."
1022,"### Question: and she had two daughters of her own.
 ### Answer: it's very hard."
1023,"### Question: i'm having her and nobody else.
 ### Answer: and and she said."
1024,"### Question: and using the knife, take some peanut butter and spread it on one side of the bread of one slice of bread.
 ### Answer: sorry."
1025,"### Question: and told her she hadta be back by midnight or else she would lose all of her dresses and all of that.
 ### Answer: oh oh oh."
1026,"### Question: they did not treat her very well and used her pretty much as her their servant in the household.
 ### Answer: and good."
1027,"### Question: and she's very sad.
 ### Answer: good good good."
1028,"### Question: and in the middle the he kicks the soccer ball.
 ### Answer: no."
1029,"### Question: but the soccer ball went over that hedge into a window in the house next door.
 ### Answer: yes maam."
1030,"### Question: we'll get you dressed up and get you to the ball.
 ### Answer: yeah."
1031,"### Question: and if she wasn't back home by midnight well the coach would turn back to a pumpkin.
 ### Answer: yeah."
1032,"### Question: said.
 ### Answer: two sandwich."
1033,"### Question: so don't let them.
 ### Answer: and the cat climbed up the ladder too."
1034,"### Question: now johnny's it's must be after school.
 ### Answer: and girl and boy and okay and tidal no and river."
1035,"### Question: and they're coming with a ladder.
 ### Answer: wait a minute."
1036,"### Question: and we'll pull out at about three thousand feet.
 ### Answer: oh okay."
1037,"### Question: breaks the glass and goes into a house where a man is sitting in a chair evidently watching t v or whatever.
 ### Answer: and to continue or what?"
1038,"### Question: and and her daddy evidently is up in the tree limb trying to get the cat out of the tree.
 ### Answer: wow what?"
1039,"### Question: unfortunately the kitty climbed out onto a far limb of the tree where he couldn't reach her.
 ### Answer: yeah."
1040,"### Question: and she didn't just tell me the story.
 ### Answer: what you doing?"
1041,"### Question: and it might be a long time.
 ### Answer: and then."
1042,"### Question: and so she gave him the umbrella.
 ### Answer: and then it's all done."
1043,"### Question: you can cut it.
 ### Answer: yes yes."
1044,"### Question: it starts to rain.
 ### Answer: okay it."
1045,"### Question: and he said.
 ### Answer: he say."
1046,"### Question: no no no.
 ### Answer: yeah."
1047,"### Question: she uses her as a servant.
 ### Answer: you know?"
1048,"### Question: so it's ongoing.
 ### Answer: yeah."
1049,"### Question: and she changes his whole train of thought on girls.
 ### Answer: prince?"
1050,"### Question: and she always thought.
 ### Answer: and right here?"
1051,"### Question: no.
 ### Answer: cat is comfortable but child it's."
1052,"### Question: i'm not really sure why.
 ### Answer: hey how are you?"
1053,"### Question: so when i was sixteen i entered art school.
 ### Answer: i i don't know."
1054,"### Question: there's crunchy.
 ### Answer: yeah."
1055,"### Question: nah not gonna rain.
 ### Answer: and then he said."
1056,"### Question: and he got a ladder.
 ### Answer: but back sunglasses."
1057,"### Question: well it took all night long.
 ### Answer: then thinking that."
1058,"### Question: and her her dad got stuck in the tree.
 ### Answer: right."
1059,"### Question: serve it.
 ### Answer: ."
1060,"### Question: so the father comes along.
 ### Answer: crying crying."
1061,"### Question: well let me see your foot.
 ### Answer: and and and and and her the."
1062,"### Question: is there anybody else here?
 ### Answer: you first."
1063,"### Question: and so when donnie asked told my dad that he you know wanted.
 ### Answer: no."
1064,"### Question: and then a young girl has been swept out into a stream which has become a river.
 ### Answer: and and and and two no jelly and."
1065,"### Question: and they live happily ever after.
 ### Answer: you she had a dog girl."
1066,"### Question: it appears a young child has lost her cat up a tree.
 ### Answer: port charlotte."
1067,"### Question: so the little cinderella goes outside in the barn outside with the animals.
 ### Answer: soldiers."
1068,"### Question: and he heads back out i hope in dry clothes with an umbrella this time.
 ### Answer: that's it."
1069,"### Question: we always make it with jif peanut butter.
 ### Answer: yes."
1070,"### Question: and he is attempting the rescue.
 ### Answer: thank you."
1071,"### Question: i want him to be a man.
 ### Answer: right they're all in this thing."
1072,"### Question: just a couple of brother inlaws.
 ### Answer: mail the letter."
1073,"### Question: in this case the a young woman was trapped in the river and holding on to a tree for probably a very long time.
 ### Answer: obey."
1074,"### Question: not just a basement.
 ### Answer: okay."
1075,"### Question: and off cinderella goes to the ball.
 ### Answer: and and dog is barking."
1076,"### Question: oh the fairy godmother comes into the picture.
 ### Answer: first thing."
1077,"### Question: okay so the beginning of the story mom is saying.
 ### Answer: i don't know."
1078,"### Question: and he cinderella's mother passed away.
 ### Answer: and then butter."
1079,"### Question: i would unscrew the lid to the peanut butter and unscrew the screw the lid to the jelly.
 ### Answer: i i can do it but i i don't know it."
1080,"### Question: they became her friends.
 ### Answer: wait a minute."
1081,"### Question: it was the bottom of the sixth.
 ### Answer: i know what it is but i can't remember how to say it."
1082,"### Question: and you take a knife.
 ### Answer: and they."
1083,"### Question: i said.
 ### Answer: and good."
1084,"### Question: i say “father” but it doesn't really say it's his son.
 ### Answer: man and doe and yes yes yes."
1085,"### Question: so the the animals who loved cinderella because she was so good put together a beautiful gown for her.
 ### Answer: this one's little."
1086,"### Question: so i usually would put it on both slices of the bread.
 ### Answer: yes yes yes."
1087,"### Question: and he must have a ball to find his wife.
 ### Answer: and make me to win high high each turn."
1088,"### Question: alright this is a picture of a flood victim.
 ### Answer: what the soaks."
1089,"### Question: you of course already have gotten your jar of peanut butter.
 ### Answer: i'n sad."
1090,"### Question: her her hair was done.
 ### Answer: but ladder."
1091,"### Question: and his mom's unhappy with him because he's gotten wet.
 ### Answer: hen hurry up."
1092,"### Question: shows mom he's all wet.
 ### Answer: dike bike and bike."
1093,"### Question: and they had a beautiful wedding.
 ### Answer: i know yes."
1094,"### Question: so anyway long story short they took him to a hospital on the south side of indianapolis.
 ### Answer: shoes on."
1095,"### Question: and yelling for help.
 ### Answer: horse horse castle princess."
1096,"### Question: and his father was having a big party a big ball to so he could meet all the eligible women in the in the kingdom.
 ### Answer: i love you."
1097,"### Question: and then we took a we made a little folder like this.
 ### Answer: and then."
1098,"### Question: so i was like.
 ### Answer: good."
1099,"### Question: cinderella has the the mice and the birds help make her a beautiful dress.
 ### Answer: and then white."
1100,"### Question: and the prince found her shoe.
 ### Answer: it's hard."
1101,"### Question: we don't think he can return to his job.
 ### Answer: top cut cut yeah."
1102,"### Question: and when she arrives she notices that you know the stepsisters and then the mother isn't you know excited about her being there.
 ### Answer: no."
1103,"### Question: and they came with all their gear and tried to figure out how they could get to her.
 ### Answer: yes."
1104,"### Question: and she made cinderella a beautiful ball dress and with little glass slippers to go with the ball dress.
 ### Answer: how many pictures?"
1105,"### Question: so it only fits her foot.
 ### Answer: but i had no money."
1106,"### Question: so kid's out in the field kicking the ball around by himself apparently, wearing his hat almost properly.
 ### Answer: umbrella umbrella umbrella umbrella."
1107,"### Question: and the owner of the lamp is surprised.
 ### Answer: i like it."
